-23° -33' -36.2269''	-51° -39' -38.1674''
-23° -33' -35.5380''	-51° -39' -36.6886''
-23° -33' -35.9851''	-51° -39' -35.1907''
-23° -33' -37.5482''	-51° -39' -35.8628''
-23° -33' -38.0804''	-51° -39' -37.5240''
-23° -33' -38.5215''	-51° -39' -39.1496''
-23° -33' -39.1215''	-51° -39' -40.7969''
-23° -33' -39.9689''	-51° -39' -42.4714''
-23° -33' -40.7336''	-51° -39' -43.7651''
-23° -33' -41.5069''	-51° -39' -45.3130''
-23° -33' -41.7012''	-51° -39' -47.1777''
-23° -33' -41.1069''	-51° -39' -48.6072''
-23° -33' -39.6376''	-51° -39' -49.3062''
-23° -33' -38.2933''	-51° -39' -48.6034''
-23° -33' -37.9991''	-51° -39' -46.9060''
-23° -33' -36.8008''	-51° -39' -45.6715''
-23° -33' -35.2796''	-51° -39' -45.8609''
-23° -33' -34.0812''	-51° -39' -47.1704''
-23° -33' -33.4093''	-51° -39' -48.6973''
-23° -33' -32.5860''	-51° -39' -49.9617''
-23° -33' -31.3513''	-51° -39' -50.9976''
-23° -33' -29.8393''	-51° -39' -51.7222''
-23° -33' -28.2254''	-51° -39' -52.4162''
-23° -33' -26.9074''	-51° -39' -53.0433''
-23° -33' -25.2721''	-51° -39' -53.8495''
-23° -33' -23.9371''	-51° -39' -54.5161''
-23° -33' -22.4854''	-51° -39' -55.1999''
-23° -33' -21.0423''	-51° -39' -55.8535''
-23° -33' -19.6409''	-51° -39' -56.4869''
-23° -33' -18.0910''	-51° -39' -57.2233''
-23° -33' -16.5262''	-51° -39' -57.9945''
-23° -33' -15.1250''	-51° -39' -58.5870''
-23° -33' -13.6433''	-51° -39' -59.1791''
-23° -33' -12.1495''	-51° -39' -59.7981''
-23° -33' -10.5578''	-51° -40' -0.4793''
-23° -33' -9.1335''	-51° -40' -1.1027''
-23° -33' -7.6039''	-51° -40' -1.7420''
-23° -33' -6.2232''	-51° -40' -2.2375''
-23° -33' -4.7619''	-51° -40' -2.7936''
-23° -33' -3.3050''	-51° -40' -3.3737''
-23° -33' -2.0481''	-51° -40' -4.2649''
-23° -33' -1.4640''	-51° -40' -5.9404''
-23° -33' -1.6953''	-51° -40' -7.7715''
-23° -33' -1.8661''	-51° -40' -9.4507''
-23° -33' -1.8713''	-51° -40' -11.1367''
-23° -33' -1.7649''	-51° -40' -12.8633''
-23° -33' -1.5978''	-51° -40' -14.6273''
-23° -33' -1.4072''	-51° -40' -16.3445''
-23° -33' -1.2095''	-51° -40' -18.0133''
-23° -33' -0.9912''	-51° -40' -19.7804''
-23° -33' -0.8078''	-51° -40' -21.3617''
-23° -33' -0.6170''	-51° -40' -23.0867''
-23° -33' -0.4240''	-51° -40' -24.7177''
-23° -33' -0.1938''	-51° -40' -26.3985''
-23° -33' -0.0240''	-51° -40' -28.1624''
-23° -32' -59.8651''	-51° -40' -29.8517''
-23° -32' -59.6360''	-51° -40' -31.6518''
-23° -32' -59.5080''	-51° -40' -33.2814''
-23° -32' -59.3398''	-51° -40' -34.9925''
-23° -32' -59.1387''	-51° -40' -36.7991''
-23° -32' -58.9878''	-51° -40' -38.3753''
-23° -32' -58.8132''	-51° -40' -40.1656''
-23° -32' -58.6487''	-51° -40' -41.8991''
-23° -32' -58.4488''	-51° -40' -43.7415''
-23° -32' -58.2388''	-51° -40' -45.5912''
-23° -32' -58.0184''	-51° -40' -47.1687''
-23° -32' -57.8363''	-51° -40' -48.9591''
-23° -32' -57.6505''	-51° -40' -50.7468''
-23° -32' -57.4230''	-51° -40' -52.3507''
-23° -32' -57.2637''	-51° -40' -54.0814''
-23° -32' -57.0709''	-51° -40' -55.8180''
-23° -32' -56.8708''	-51° -40' -57.5828''
-23° -32' -56.7068''	-51° -40' -59.2967''
-23° -32' -56.5407''	-51° -41' -1.0528''
-23° -32' -56.3282''	-51° -41' -2.7561''
-23° -32' -56.1362''	-51° -41' -4.5974''
-23° -32' -56.0287''	-51° -41' -6.2752''
-23° -32' -55.9341''	-51° -41' -7.9768''
-23° -32' -55.7898''	-51° -41' -9.5808''
-23° -32' -55.5579''	-51° -41' -11.3081''
-23° -32' -55.3968''	-51° -41' -12.9850''
-23° -32' -55.1801''	-51° -41' -14.7954''
-23° -32' -55.0403''	-51° -41' -16.3864''
-23° -32' -54.8249''	-51° -41' -18.1261''
-23° -32' -54.7160''	-51° -41' -20.0050''
-23° -32' -54.5456''	-51° -41' -21.6421''
-23° -32' -54.1260''	-51° -41' -23.3986''
-23° -32' -53.6616''	-51° -41' -24.9700''
-23° -32' -53.2490''	-51° -41' -26.6360''
-23° -32' -52.8233''	-51° -41' -28.4288''
-23° -32' -52.4256''	-51° -41' -30.1282''
-23° -32' -52.0217''	-51° -41' -31.8825''
-23° -32' -51.6578''	-51° -41' -33.4204''
-23° -32' -51.2497''	-51° -41' -35.0860''
-23° -32' -50.5354''	-51° -41' -36.6361''
-23° -32' -49.6511''	-51° -41' -38.2495''
-23° -32' -48.8702''	-51° -41' -39.6043''
-23° -32' -48.0526''	-51° -41' -41.0926''
-23° -32' -47.3409''	-51° -41' -42.5145''
-23° -32' -46.5337''	-51° -41' -44.0992''
-23° -32' -45.7713''	-51° -41' -45.6940''
-23° -32' -44.9841''	-51° -41' -47.1202''
-23° -32' -44.2199''	-51° -41' -48.5608''
-23° -32' -43.4622''	-51° -41' -50.0865''
-23° -32' -42.6702''	-51° -41' -51.6290''
-23° -32' -41.8475''	-51° -41' -53.2325''
-23° -32' -41.0347''	-51° -41' -54.8883''
-23° -32' -40.1005''	-51° -41' -56.2881''
-23° -32' -39.0341''	-51° -41' -57.5138''
-23° -32' -37.9597''	-51° -41' -58.7926''
-23° -32' -36.9526''	-51° -42' -0.0737''
-23° -32' -35.9765''	-51° -42' -1.4446''
-23° -32' -35.0144''	-51° -42' -2.7547''
-23° -32' -33.9471''	-51° -42' -4.1053''
-23° -32' -32.9473''	-51° -42' -5.3865''
-23° -32' -31.9907''	-51° -42' -6.7379''
-23° -32' -30.9034''	-51° -42' -8.1124''
-23° -32' -29.8817''	-51° -42' -9.4610''
-23° -32' -28.8797''	-51° -42' -10.8239''
-23° -32' -27.8789''	-51° -42' -12.1736''
-23° -32' -26.8798''	-51° -42' -13.5232''
-23° -32' -25.8603''	-51° -42' -14.8978''
-23° -32' -24.7833''	-51° -42' -16.3036''
-23° -32' -23.7582''	-51° -42' -17.6777''
-23° -32' -22.7150''	-51° -42' -19.0400''
-23° -32' -21.6413''	-51° -42' -20.4312''
-23° -32' -20.5950''	-51° -42' -21.7930''
-23° -32' -19.4554''	-51° -42' -23.3106''
-23° -32' -18.5172''	-51° -42' -24.5414''
-23° -32' -17.4458''	-51° -42' -25.8790''
-23° -32' -16.3892''	-51° -42' -27.3008''
-23° -32' -15.4032''	-51° -42' -28.6810''
-23° -32' -14.4625''	-51° -42' -29.9801''
-23° -32' -13.4099''	-51° -42' -31.4803''
-23° -32' -12.5452''	-51° -42' -32.7695''
-23° -32' -11.6470''	-51° -42' -34.3768''
-23° -32' -10.9756''	-51° -42' -35.8303''
-23° -32' -10.2005''	-51° -42' -37.4505''
-23° -32' -9.4682''	-51° -42' -38.8445''
-23° -32' -8.6378''	-51° -42' -40.3744''
-23° -32' -7.8579''	-51° -42' -41.7906''
-23° -32' -7.0814''	-51° -42' -43.2411''
-23° -32' -6.2958''	-51° -42' -44.8181''
-23° -32' -5.5710''	-51° -42' -46.2656''
-23° -32' -4.7709''	-51° -42' -47.8055''
-23° -32' -3.9146''	-51° -42' -49.3292''
-23° -32' -3.0552''	-51° -42' -50.8639''
-23° -32' -2.2563''	-51° -42' -52.3535''
-23° -32' -1.4899''	-51° -42' -53.8217''
-23° -32' -0.7273''	-51° -42' -55.4007''
-23° -32' -0.0741''	-51° -42' -56.7937''
-23° -31' -59.2911''	-51° -42' -58.2963''
-23° -31' -58.5252''	-51° -42' -59.7787''
-23° -31' -57.6951''	-51° -43' -1.2845''
-23° -31' -56.9107''	-51° -43' -2.6928''
-23° -31' -56.0717''	-51° -43' -4.1628''
-23° -31' -55.2840''	-51° -43' -5.6360''
-23° -31' -54.0969''	-51° -43' -6.8056''
-23° -31' -52.6659''	-51° -43' -7.6410''
-23° -31' -51.2749''	-51° -43' -8.4690''
-23° -31' -50.0461''	-51° -43' -9.3349''
-23° -31' -48.6309''	-51° -43' -10.2679''
-23° -31' -47.3135''	-51° -43' -11.1118''
-23° -31' -45.6745''	-51° -43' -11.4830''
-23° -31' -44.1410''	-51° -43' -11.5736''
-23° -31' -42.4941''	-51° -43' -11.7971''
-23° -31' -40.8861''	-51° -43' -12.1007''
-23° -31' -39.2480''	-51° -43' -12.4720''
-23° -31' -37.6467''	-51° -43' -12.8486''
-23° -31' -36.0699''	-51° -43' -12.8895''
-23° -31' -34.5908''	-51° -43' -12.4688''
-23° -31' -32.9877''	-51° -43' -12.0198''
-23° -31' -31.4918''	-51° -43' -11.6542''
-23° -31' -29.9568''	-51° -43' -11.3443''
-23° -31' -28.4880''	-51° -43' -11.0576''
-23° -31' -26.9081''	-51° -43' -10.7862''
-23° -31' -25.3801''	-51° -43' -10.4975''
-23° -31' -23.6557''	-51° -43' -10.1696''
-23° -31' -22.1746''	-51° -43' -9.8874''
-23° -31' -20.6188''	-51° -43' -9.6410''
-23° -31' -19.1618''	-51° -43' -9.3665''
-23° -31' -17.6019''	-51° -43' -9.0740''
-23° -31' -16.1282''	-51° -43' -8.8057''
-23° -31' -14.5353''	-51° -43' -8.5281''
-23° -31' -13.0350''	-51° -43' -8.2463''
-23° -31' -11.4565''	-51° -43' -7.9514''
-23° -31' -9.9614''	-51° -43' -7.6610''
-23° -31' -8.4012''	-51° -43' -7.3838''
-23° -31' -6.9199''	-51° -43' -7.1095''
-23° -31' -5.3690''	-51° -43' -6.8266''
-23° -31' -3.7862''	-51° -43' -6.5501''
-23° -31' -2.1545''	-51° -43' -6.2707''
-23° -31' -0.6175''	-51° -43' -5.9890''
-23° -30' -58.9706''	-51° -43' -5.7094''
-23° -30' -57.2335''	-51° -43' -5.4067''
-23° -30' -55.6856''	-51° -43' -5.1351''
-23° -30' -54.0906''	-51° -43' -4.8417''
-23° -30' -52.4392''	-51° -43' -4.5325''
-23° -30' -50.7254''	-51° -43' -4.2382''
-23° -30' -49.1726''	-51° -43' -3.9797''
-23° -30' -47.4186''	-51° -43' -3.9473''
-23° -30' -45.9914''	-51° -43' -4.1777''
-23° -30' -44.4704''	-51° -43' -4.4145''
-23° -30' -42.8681''	-51° -43' -4.5718''
-23° -30' -41.3659''	-51° -43' -4.7176''
-23° -30' -39.7853''	-51° -43' -4.8939''
-23° -30' -38.3005''	-51° -43' -5.0543''
-23° -30' -36.6093''	-51° -43' -5.2047''
-23° -30' -35.1157''	-51° -43' -5.3323''
-23° -30' -33.4874''	-51° -43' -5.4916''
-23° -30' -31.9385''	-51° -43' -5.6280''
-23° -30' -30.3294''	-51° -43' -5.7633''
-23° -30' -28.8904''	-51° -43' -5.3885''
-23° -30' -28.0632''	-51° -43' -3.9928''
-23° -30' -28.8849''	-51° -43' -2.6095''
-23° -30' -30.4445''	-51° -43' -2.2406''
-23° -30' -31.9921''	-51° -43' -2.1044''
-23° -30' -33.5090''	-51° -43' -2.0603''
-23° -30' -35.1132''	-51° -43' -2.0063''
-23° -30' -36.6297''	-51° -43' -1.8920''
-23° -30' -38.1358''	-51° -43' -1.7389''
-23° -30' -39.6762''	-51° -43' -1.5711''
-23° -30' -41.2188''	-51° -43' -1.4293''
-23° -30' -42.8442''	-51° -43' -1.2837''
-23° -30' -44.3520''	-51° -43' -1.1786''
-23° -30' -45.9634''	-51° -43' -1.0273''
-23° -30' -47.4859''	-51° -43' -0.8765''
-23° -30' -48.9914''	-51° -43' -0.7344''
-23° -30' -50.5901''	-51° -43' -0.6899''
-23° -30' -52.0895''	-51° -43' -1.0167''
-23° -30' -53.6391''	-51° -43' -1.3763''
-23° -30' -55.1563''	-51° -43' -1.6788''
-23° -30' -56.7911''	-51° -43' -1.9480''
-23° -30' -58.3430''	-51° -43' -2.1933''
-23° -30' -59.9775''	-51° -43' -2.4622''
-23° -31' -1.5858''	-51° -43' -2.7781''
-23° -31' -3.0784''	-51° -43' -3.0669''
-23° -31' -4.6471''	-51° -43' -3.3852''
-23° -31' -6.2202''	-51° -43' -3.6916''
-23° -31' -7.7766''	-51° -43' -4.0071''
-23° -31' -9.3551''	-51° -43' -4.2481''
-23° -31' -10.9923''	-51° -43' -4.5019''
-23° -31' -12.5756''	-51° -43' -4.7620''
-23° -31' -14.1838''	-51° -43' -5.0233''
-23° -31' -15.7547''	-51° -43' -5.2772''
-23° -31' -17.3573''	-51° -43' -5.5639''
-23° -31' -18.9898''	-51° -43' -5.8743''
-23° -31' -20.5563''	-51° -43' -6.1817''
-23° -31' -22.0892''	-51° -43' -6.4855''
-23° -31' -23.6577''	-51° -43' -6.7842''
-23° -31' -25.1835''	-51° -43' -7.0629''
-23° -31' -26.6870''	-51° -43' -7.3418''
-23° -31' -28.1806''	-51° -43' -7.5996''
-23° -31' -29.7569''	-51° -43' -7.9247''
-23° -31' -31.3246''	-51° -43' -8.2476''
-23° -31' -32.9906''	-51° -43' -8.5513''
-23° -31' -34.4838''	-51° -43' -8.7701''
-23° -31' -36.0708''	-51° -43' -9.0559''
-23° -31' -37.5351''	-51° -43' -9.3216''
-23° -31' -39.1036''	-51° -43' -9.2756''
-23° -31' -40.5969''	-51° -43' -8.8897''
-23° -31' -42.1428''	-51° -43' -8.5666''
-23° -31' -43.6395''	-51° -43' -8.3471''
-23° -31' -45.1982''	-51° -43' -7.9954''
-23° -31' -46.7439''	-51° -43' -7.6305''
-23° -31' -48.1878''	-51° -43' -6.9714''
-23° -31' -49.4614''	-51° -43' -5.8688''
-23° -31' -50.7374''	-51° -43' -4.7662''
-23° -31' -51.9171''	-51° -43' -3.8779''
-23° -31' -53.1712''	-51° -43' -2.9078''
-23° -31' -54.1575''	-51° -43' -1.5280''
-23° -31' -54.8437''	-51° -42' -59.9353''
-23° -31' -55.5276''	-51° -42' -58.4480''
-23° -31' -56.3636''	-51° -42' -56.8104''
-23° -31' -57.1615''	-51° -42' -55.3986''
-23° -31' -57.9301''	-51° -42' -53.9045''
-23° -31' -58.6482''	-51° -42' -52.4561''
-23° -31' -59.4654''	-51° -42' -50.7844''
-23° -32' -0.2498''	-51° -42' -49.3262''
-23° -32' -1.0918''	-51° -42' -47.8124''
-23° -32' -1.8637''	-51° -42' -46.3269''
-23° -32' -2.6207''	-51° -42' -44.8194''
-23° -32' -3.3425''	-51° -42' -43.3720''
-23° -32' -4.0657''	-51° -42' -41.8763''
-23° -32' -4.9383''	-51° -42' -40.5603''
-23° -32' -5.7324''	-51° -42' -39.1024''
-23° -32' -6.5252''	-51° -42' -37.6365''
-23° -32' -7.2889''	-51° -42' -36.0469''
-23° -32' -8.1149''	-51° -42' -34.5627''
-23° -32' -8.8864''	-51° -42' -33.1496''
-23° -32' -9.7010''	-51° -42' -31.6326''
-23° -32' -10.3903''	-51° -42' -30.1728''
-23° -32' -11.3404''	-51° -42' -28.7720''
-23° -32' -12.3175''	-51° -42' -27.5511''
-23° -32' -13.3994''	-51° -42' -26.1560''
-23° -32' -14.3831''	-51° -42' -24.8228''
-23° -32' -15.3119''	-51° -42' -23.5317''
-23° -32' -16.2081''	-51° -42' -22.2777''
-23° -32' -17.3329''	-51° -42' -20.9422''
-23° -32' -18.2932''	-51° -42' -19.7233''
-23° -32' -19.2795''	-51° -42' -18.3692''
-23° -32' -20.2692''	-51° -42' -16.9873''
-23° -32' -21.2044''	-51° -42' -15.6325''
-23° -32' -22.2309''	-51° -42' -14.2549''
-23° -32' -23.2050''	-51° -42' -12.9301''
-23° -32' -24.1954''	-51° -42' -11.5902''
-23° -32' -25.1381''	-51° -42' -10.2796''
-23° -32' -26.1343''	-51° -42' -8.9012''
-23° -32' -27.1119''	-51° -42' -7.6167''
-23° -32' -28.1204''	-51° -42' -6.3030''
-23° -32' -29.1098''	-51° -42' -4.9950''
-23° -32' -30.1322''	-51° -42' -3.7047''
-23° -32' -31.0863''	-51° -42' -2.4335''
-23° -32' -32.1042''	-51° -42' -1.1297''
-23° -32' -33.1581''	-51° -41' -59.8532''
-23° -32' -34.2205''	-51° -41' -58.5474''
-23° -32' -35.2517''	-51° -41' -57.2811''
-23° -32' -36.2707''	-51° -41' -55.9230''
-23° -32' -37.2073''	-51° -41' -54.6927''
-23° -32' -38.2316''	-51° -41' -53.3523''
-23° -32' -39.1669''	-51° -41' -52.0262''
-23° -32' -39.8867''	-51° -41' -50.4960''
-23° -32' -40.5715''	-51° -41' -48.9385''
-23° -32' -41.2483''	-51° -41' -47.4877''
-23° -32' -41.9583''	-51° -41' -46.0080''
-23° -32' -42.7400''	-51° -41' -44.4801''
-23° -32' -43.4968''	-51° -41' -43.0809''
-23° -32' -44.3197''	-51° -41' -41.5326''
-23° -32' -45.0537''	-51° -41' -40.1388''
-23° -32' -45.9399''	-51° -41' -38.6088''
-23° -32' -46.6903''	-51° -41' -37.1980''
-23° -32' -47.3410''	-51° -41' -35.5983''
-23° -32' -48.0416''	-51° -41' -34.2081''
-23° -32' -48.7200''	-51° -41' -32.6473''
-23° -32' -49.0738''	-51° -41' -30.8471''
-23° -32' -49.4115''	-51° -41' -29.2097''
-23° -32' -49.8536''	-51° -41' -27.4523''
-23° -32' -50.2617''	-51° -41' -25.8939''
-23° -32' -50.5860''	-51° -41' -24.1639''
-23° -32' -50.9923''	-51° -41' -22.6143''
-23° -32' -51.3786''	-51° -41' -20.9423''
-23° -32' -51.7107''	-51° -41' -19.3315''
-23° -32' -51.8777''	-51° -41' -17.6222''
-23° -32' -51.9799''	-51° -41' -15.9236''
-23° -32' -52.0894''	-51° -41' -14.2000''
-23° -32' -52.2542''	-51° -41' -12.4801''
-23° -32' -52.4225''	-51° -41' -10.7708''
-23° -32' -52.6208''	-51° -41' -9.0489''
-23° -32' -52.8009''	-51° -41' -7.2701''
-23° -32' -52.9777''	-51° -41' -5.5809''
-23° -32' -53.1811''	-51° -41' -3.9246''
-23° -32' -53.3939''	-51° -41' -2.2345''
-23° -32' -53.5917''	-51° -41' -0.5967''
-23° -32' -53.7579''	-51° -40' -58.9040''
-23° -32' -53.9037''	-51° -40' -57.2473''
-23° -32' -54.1174''	-51° -40' -55.4862''
-23° -32' -54.3514''	-51° -40' -53.7691''
-23° -32' -54.4931''	-51° -40' -52.0263''
-23° -32' -54.6284''	-51° -40' -50.2754''
-23° -32' -54.7221''	-51° -40' -48.5129''
-23° -32' -54.9543''	-51° -40' -46.8079''
-23° -32' -55.1161''	-51° -40' -45.0928''
-23° -32' -55.3659''	-51° -40' -43.4267''
-23° -32' -55.5437''	-51° -40' -41.7422''
-23° -32' -55.7419''	-51° -40' -40.0007''
-23° -32' -55.9037''	-51° -40' -38.2576''
-23° -32' -56.0325''	-51° -40' -36.5946''
-23° -32' -56.2041''	-51° -40' -34.8627''
-23° -32' -56.4036''	-51° -40' -33.1465''
-23° -32' -56.5750''	-51° -40' -31.4796''
-23° -32' -56.7118''	-51° -40' -29.8008''
-23° -32' -56.8627''	-51° -40' -27.9138''
-23° -32' -57.0167''	-51° -40' -26.2972''
-23° -32' -57.2144''	-51° -40' -24.5594''
-23° -32' -57.4064''	-51° -40' -22.7801''
-23° -32' -57.6319''	-51° -40' -21.1538''
-23° -32' -57.8218''	-51° -40' -19.4742''
-23° -32' -58.0373''	-51° -40' -17.6635''
